"**«Кто-нибудь еще сомневается, что Криштиану был прав насчет тен Хага?».** **Новый твит Пирса Моргана после фиаско «МЮ»

**Не подбирал выражений в сторону голландца 🔥🗣
"Кокаин становится основой экспорта Колумбии и скоро обгонит нефть. За 2022 год объём поставок запрещённого во многих странах вещества мог составить $18,1 млрд, что сравнимо с нефтяными $19,1 млрд. По данным Bloomberg, производство наркотика в Колумбии растёт на фоне снисходительного отношения властей. При этом поставки нефти из страны за первую половину 2023 года снизились на 30%. @bankoffo",2
ЕС оштрафовал TikTok на €345 млн за нарушение правил обработки данных детей младше 17 лет. @bankoffo,2
"Шеллак расщепил ногти москвичке. 28-летняя Алина сделал себе маникюр в частном салоне, но уже через несколько дней покрытие начало отслаиваться и сходить вместе с ногтевыми пластинами. После девушка отправилась к врачу-подологу. У неё выявили химический ожог двух пальцев, а также грибок. По словам подологов, за последний год шеллак стал расщеплять ногти гораздо чаще: импортные качественные материалы подорожали на 15–20%, поэтому салоны зачастую покупают дешёвые подделки на рынке.

На восстановление ногтей Алина уже потратила несколько десятков тысяч рублей и планирует взыскать с салона полную компенсацию морального и материального вреда через суд. @bankoffo",2
"Банки.ру создали игровой чат-бот [BankiQuiz](https://t.me/BankIQuiz_bot?start=bankoffo&erid-LjN8KWZ6o). В нём можно проверить свой финансовый IQ, закрыть пробелы в знаниях и посоревноваться с другими игроками за звание гуру финансов. Топ-50 участников ждут бонусы с максимальным призом 7500 рублей! Акция действует до 19 сентября.

После каждого прохождения бот даст персональные рекомендации, которые помогут повысить свои навыки. Попыток дают сколько захочется, так что можно постоянно улучшать свой результат. Мы уже проверили — вопросы интересные, советы полезные. Передаём эстафету вам: [t.me/BankIQuiz_bot](https://t.me/BankIQuiz_bot?start=bankoffo&erid-LjN8KWZ6o)

@bankoffo

Реклама. ООО «Информационное агентство «Банки.ру». ИНН: 7723527345",2
"Ослабление курса на 10% дают 0,5–0,6% к инфляции — Набиуллина. @bankoffo",2
"ЦБ при необходимости готов ужесточить регулирование по ипотеке, заявила Набиуллина. Также она отметила, что Банк России приветствует решение правительства по ужесточению требований к льготным ипотечным программам. @bankoffo",2
"Банк России будет удерживать ставку на высоком уровне долгое время, пока не убедится в том, что инфляция начала снижаться — Набиуллина. @bankoffo",2
ЦБ повысил ставку в том числе на фоне ослабления рубля — Набиуллина. @bankoffo,2
"Банк России не видит рисков для финансовой стабильности в ослаблении рубля, заявила Эльвира Набиуллина после заседания совета директоров ЦБ по ключевой ставке. @bankoffo",2
Рубль начал падать после повышения ключевой ставки ЦБ: доллар снова выше 97 рублей. @bankoffo,2
"Россиянам посоветовали заранее закупиться вином к Новому году, потому что оно ощутимо подорожает. По словам председателя Национального союза защиты прав потребителей Павла Шапкина, сейчас поставки импортного вина из «недружественных стран» ещё есть и цены заметно не подросли. Однако далее в связи с изменением таможенного тарифа ожидается значительный рост в недорогом сегменте. По его прогнозу, цены могут вырасти вдвое. «То, что стоило 400 рублей, будет стоить рублей 700-800», — добавил он. @bankoffo",2
"Мобилизованные вернутся домой только после окончания СВО, ротации не будет, заявил председатель Комитета по обороне Госдумы Андрей Картаполов. При этом, по его словам, мобилизованным положены отпуска через каждые шесть месяцев службы. @bankoffo",2
"**У нас есть отличные новости, друзья! Росбанк снова входит в топ-10 самых инновационных банков по рейтингу Sk Fintech Hub.

**Исследование проводилось по 19 критериям, которые сгруппированы в 5 блоков:

1️⃣ инновационная оргструктура;

2️⃣ инвестиции в инновации;

3️⃣ сотрудничество со стартапами;

4️⃣ мероприятия, направленные на работу с инновациями и поддержку проектов на ранних стадиях;

5️⃣ цифровые сервисы.

**Росбанк занял 9 место в рейтинге по результатам первого полугодия.

**➡️ **Мы активно внедряем цифровые валюты:

**✅ выступили в качестве инвестора в первой сделке с использованием ЦФА на платформе «Атомайз»;

✅ успешно запустили пилотные операции с реальными цифровыми рублями;

✅ клиенты Росбанка стали первыми, кто оценил долговые ЦФА через открытую подписку.

**Мы также интегрируем инновации во все наши системы и сервисы, чтобы обеспечить более надежные и комфортные операции.

**Подробности о рейтинге вы можете узнать по этой [ссылке](https://www.rosbank.ru/o-banke/press-sluzhba/rosbank-voshel-v-reiting-innovacionnosti-bankov-sk-fintech-hub/?utm_source=telegram&utm_medium=smm&utm_campaign=sk_140923_tg).

#Rosbank #Росбанк",2
"Банк России повысил прогноз по инфляции на конец 2023 года до 6-7%. Ранее было 5,0-6,5%. @bankoffo",2
Центробанк РФ поднял ключевую ставку с 12 до 13%. @bankoffo,2
Уже 300 тысяч добровольцев записались для участия в СВО — Путин. @bankoffo,2
В экономике России всё стабильно и надёжно — Путин. @bankoffo,2
"Лукашенко признался Путину, что немного обеднел. @bankoffo",2
Майбах Ким Чен Ына паркуют прямо в бронепоезд. @bankoffo,2
"**Почему Дубай так интересен инвесторам? **

Давайте разберемся:

**1.** Стабильный доход в валюте. Курс дирхама привязан к доллару уже более 20 лет и является одной из стабильных валют в мире.

**2.** За 2022 год в Дубае стоимость м² в среднем увеличилась на 19%. А некоторые инвест-проекты достигли роста до 30%.

**3.** Туристический поток вырос на 65% по сравнению с предыдущим годом. Вы всегда сможете продать или сдать в аренду квартиру.

**4.** В Дубае любой может приобрести квартиру с беспроцентной рассрочкой. Есть проекты, где можно оплачивать квартиру с пост-хандовером (оплата после получения ключей до 6 лет).

[На канале Эльвина](https://t.me/+XhTnpJyVk8tiMjZi) вы сможете узнать больше о видах инвестиций в недвижимость ОАЭ, закрытых стартах продаж с расчетом прибыли, релокации в ОАЭ и многое другое.

🔥 Команда Эльвина подготовила презентацию с лучшими инвест-проектами с годовым доходом от 10% в валюте. Забрать ее можно [здесь](https://t.me/ElvinGurbanov/1442).

**P.S.** Сентбярь в ОАЭ __—__ это старт нового туристического сезона, поэтому успейте инвестировать до увеличения цен и бурного спроса на недвижимость.

👉 [**Подписаться на канал Эльвина](https://t.me/+XhTnpJyVk8tiMjZi)**

__партн__ё__рский пост__",2
"В Госдуме будут сокращать число болезней для отсрочки от армии. По словам депутата Виктора Соболева, в стране в одно время были завышены требования к здоровью. «Сейчас плоскостопие считается заболеванием, при котором человек не годен к военной службе. Это, безусловно, будет изменяться в сторону уменьшения таких заболеваний, которые совершенно не вредят исполнению служебных обязанностей», — заявил Соболев. Он подчеркнул, что данные действия позволят увеличить численный состав армии РФ. @bankoffo",2
"Гречка в России может подешеветь до 70 рублей из-за рекордного урожая, считает профессор РЭУ Вячеслав Чеглов. @bankoffo",2
"Российская авиакомпания после санкций начала использовать самолёт 1970 года выпуска. В парке грузовой авиакомпании находится 9 самолётов Boeing 737, но в марте 2022 года она остановила полёты из-за нехватки запчастей. Сейчас перевозчик «Атран» может использовать только советский Ан-12. @bankoffo",2
"Финляндия закроет въезд автомобилям из России, сообщили источники Yle. Ранее такое же решение приняли Литва, Латвия и Эстония. @bankoffo",2
"Уехавшие россияне открыли почти 7000 компаний в Сербии с начала СВО. Республика вошла в топ-3 стран, куда эмигрируют россияне. По разным оценкам, с февраля 2022 года туда переехало от 200 тысяч до 370 тысяч граждан РФ, а открытие бизнеса — один из самых простых путей получения ВНЖ в стране. @bankoffo",2
"Продажи коньяка в России с начала года выросли на 10,7%, а игристых вин — на 9,2%. При этом продажи водки, наоборот, снизились на 0,1%, сообщают в Росалкогольтабакконтроле. В целом реализация алкогольной продукции в стране выросла на 4,3%, до 146 млн дал. @bankoffo",2
"Минфин планирует снизить долю льготной ипотеки до 50%, сообщили в ведомстве. Это поможет выровнять стоимость квартир и помочь тем, кому они действительно нужны. Сейчас льготные программы покрывают 80-90% всего первичного рынка ипотеки. При этом в Минфине уточнили, что ипотека с господдержкой под 8% продолжит действовать до июля 2024 года. @bankoffo",2
"Главу Росавиации Александра Нерадько отправят в отставку в ближайшие дни, узнали Известия. @bankoffo",2
"Сроки обслуживания китайских машин в России могут увеличиться, так как частные автосервисы остались без каталогов запчастей для таких автомобилей, предупреждают в Союзе автосервисов. Отмечается, что каталоги доступны лишь официальным дилерам, которые обслуживают только своих клиентов. @bankoffo",2
"NASA представило большой аналитический доклад об исследовании НЛО. Главное — исследователям по-прежнему не удалось найти доказательств внеземного происхождения различных объектов или объяснить, чем они являются. Зато космическое агентство решило переименовать НЛО в НАФ (неопознанный аномальный феномен). @bankoffo",2
Доля экологически чистой энергии в майнинге биткоина превысила 50%. Решение проблемы «грязной» добычи криптовалюты может помочь ей получить одобрение регуляторов разных стран. @bankoffo,2
Цена нефти Brent на лондонской бирже ICE превысила $94 за баррель впервые с 16 ноября 2022 года. @bankoffo,2
"Экс-зампред Газбанка Владимир Семин получил 7 лет колонии за мошенничество на 900 млн рублей. Его обвиняли в заключении фиктивных договоров для развития бизнеса организаций, которые фактически не вели деятельность. Газбанк лишился банковской лицензии в 2018 году, когда ЦБ обнаружил большой объём проблемных активов на балансе и дыру в капитале на 4,4 млрд рублей. @bankoffo",2
"Август 2023 года был самым жарким месяцем за последние 174 года, заявили в Национальном управлении океанических и атмосферных исследований США. @bankoffo",2
"Российская авиакомпания «Атран» перешла с Boeing 737 на советский Ан-12. С февраля прошлого года парк самолётов перевозчика сократился с девяти Boeing 737 до одного Ан-12, выпущенного в 1970 году. В «Атране» заявили, что пока планируют «развивать бизнес с одним воздушным судном». @bankoffo",2
"Санкции испортили вкус кофе. Издание The Asahi Shimbun обратило внимание на падение качества напитка. Оказалось, что в Колумбии больше не могут закупать удобрения из России в прежнем объёме из-за экспортных ограничений. Плантаторы жалуются на трёхкратный рост цен. В итоге из-за экономии на удобрениях стали падать урожаи, а зёрна потеряли часть вкусовых свойств. @bankoffo",2
"Запуск российского газового хаба в Турции задерживается. Москва и Анкара не могут договориться, кто будет управлять проектом. Наличие такой проблемы в разговоре с Reuters подтвердил источник, близкий к «Газпрому». Владимир Путин выступил с идеей создания газового хаба в 2022 году, после взрыва газопровода «Северный поток». @bankoffo",2
"Центробанк не станет завтра поднимать ключевую ставку, считает зампред Комитета по экономической политике Госдумы Артём Кирьянов. «Пока рынок переваривает предыдущее повышение», — отметил депутат. @bankoffo",2
"Хакеры начали массово взламывать аккаунты продавцов Wildberries, чтобы создать фейковые товары и разорить многомиллионными штрафами. Так, мошенники от имени продавцов размещают на маркетплейсе телевизоры, холодильники и телефоны по ценам от 50 рублей. Покупатели массово скупают такие товары, а продавцы торопятся отменить заказы. За это Wildberries штрафует их на 50% стоимости позиции. Дальше у продавцов падает рейтинг, личный кабинет блокируют. Другие мошенники сразу шантажируют продавцов блокировками и требуют выкуп. @bankoffo",2
"Новой волны мобилизации в России осенью 2023 года не будет, заявил заместитель председателя Комитета по обороне Госдумы Юрий Швыткин. @bankoffo",2
"ФАС начала проверку МТС из-за повышения цен на ряд тарифов. Россияне пожаловались, что компания с 28 сентября собирается увеличить ежемесячную плату на 59 рублей. @bankoffo",2
Доллар выше 97 рублей. @bankoffo,2
Банк «Ак Барс» и Синко-Банк попали под санкции США. @bankoffo,2
"США ввели санкции против Росавтодора, АвтоВАЗа, «Москвича», Трансмашхолдинга и НПО «Сатурн». За помощь России под ограничения также попали компании из Бельгии, ОАЭ, Словении, Турции и ЦАР. @bankoffo",2
Власти Италии объявили чрезвычайное положение из-за огромного количества мигрантов. Глава МИД Таяни просит международной помощи. За три дня в страну на лодках из Ливии и Туниса прибыло 8 тысяч нелегалов. Тем временем Франция и Германия решили закрыть свои границы с Италией для мигрантов. @bankoffo,2
"Цена бензина Аи-92 на бирже РФ ускорила рост, обновив рекорд: почти 70 тысяч рублей за тонну. @bankoffo",2
"Caviar представила iPhone 15 Pro Max в комплектации «Богатая Россия» почти за 3 млн рублей. На нём 18 карат золота, бриллианты и выгравированный российский герб. @bankoffo",2
"ЕЦБ неожиданно повысил базовую процентную ставку с 4,25 до рекордных 4,5% годовых. @bankoffo",2
"Италия отказалась конфисковывать автомобили и личные вещи россиян при въезде в страну. Президент Ассоциации итальянских предпринимателей заявил, что страна не будет соблюдать рекомендации ЕС по изъятию имущества у граждан РФ. @bankoffo",2
"Россиян позвали на Колыму добывать золото. Власти Магаданской области для этого выделят несколько десятков гектаров, заявил губернатор региона Сергей Носов. Предполагается, что туристы смогут мыть данный драгметалл, сочетая удовольствие и пользу. Ранее российская правительственная комиссия одобрила проект, разрешающий физлицам легально добывать золото. @bankoffo",2
"Российские миллиардеры с начала СВО вывели из Европы в Россию активы на $50 млрд, подсчитал Bloomberg. На фоне санкций и давления Кремля первыми это сделали Андрей Гурьев и Виктор Рашников, позже к ним присоединился уральский миллиардер Игорь Алтушкин. @bankoffo",2
"60% россиян, работающих за рубежом, попросили поднять им зарплаты из-за падения рубля, показал опрос HeadHunter. При этом только 23% работодателей планирует пойти им навстречу. Столько же решили привязать выплаты в рублях к курсу доллара или евро. Ещё 23% не будут предпринимать никаких мер. @bankoffo",2
"К Wildberries подан рекордный в этом году судебный иск от поставщика. Обувная компания требует с маркетплейса 202 млн рублей, пишет Shot. Владелец обвиняет сотрудников Wildberries в мошенничестве, 21 тысяча пар обуви пропала, а ещё несколько тысяч сгрызли крысы. @bankoffo",2
"Фильм «Барби» выйдет в прокат в российских кинотеатрах с 14 сентября, сообщили в студии Red Head Sound. Картину, озвученную актрисой Татьяной Шитовой, официальным голосом Марго Робби, покажут более чем в 120 российских городах. @bankoffo",2
"**Берите как можно больше кредитов, их всё равно можно не отдавать**

Пока вы смирно платите налоги и подчиняетесь государству, хитрые люди на этом зарабатывают. К примеру, знают как купить квартиру за 20% от цены, за месяц получить второе гражданство и получать 15 зарплат в году.

**Финансовых лазеек больше,** чем вам кажется – и узнать о них можно на канале [экономика и точка.](http://t.me/+YTF7603_7aBiZDEy)

Это скандальный финанист, который в пух и прах разносит банковские аферы, пишет что реально творится в экономике и объясняет, когда рубль станет мировой валютой.

**Сохраняйте себе,** чтобы разбираться в экономике лучше депутатов: [@ETochka](http://t.me/+YTF7603_7aBiZDEy)

__партнёрский пост__",2
"Больше всего студентам платят в транспортной и логистической отраслях — в среднем 75 тысяч рублей в месяц, выяснили в сервисе Работа.ру. При этом самые низкие зарплаты россиянам с неоконченным высшим образованием предлагают в торговле — 43 тысячи рублей. @bankoffo",2
"Роскачество обнаружило фальсификат в половине проверенных пицц «Маргарита». Так, дешёвые растительные ингредиенты вместо сыра используют сети «Шеф-Перекресток», «Империя пиццы», «Многолосося», Pizza Hut, «Цезарь», «Сыроварня», «Dostaевский», La Trattoria и PizzasSushiWok.

Максимально близкий состав к требованиям ГОСТа на молоко и молочную продукцию был у сыра пицц Spar, Papa John's, «Самокат», «Алло! Пицца», Ozon fresh, «Додо Пицца», Domino's, «ВкусВилл» и Il Patio. @bankoffo",2
"Россияне начали массово уезжать на заработки в новые регионы России из-за более высоких зарплат, следует из доклада Банка России. ЦБ фиксирует всплеск трудовой миграции в строительной отрасли и сельском хозяйстве. Работать туда едут преимущественно из Центрального федерального округа, Сибири и с юга России. @bankoffo",2
"Банк России с сегодняшнего дня по 22 сентября увеличит продажи валюты почти в 10 раз. Ежедневный объём операций составит 21,4 млрд рублей вместо 2,3 млрд. Так в ЦБ хотят поддержать слабый рубль. @bankoffo",2
"Еврокомиссар Йоханссон решила связать розовые носки во время ежегодного выступления главы ЕК Урсулы фон дер Ляйен. Французские политики считают, что она взялась за спицы от тоски. @bankoffo",2
"Российскую сеть торговых центров «Мега», которая принадлежит шведской компании Ingka Centres, планирует купить структура Газпромбанка, узнал Коммерсантъ. 14 ТЦ общей площадью 2,3 млн квадратных метров оцениваются в $2,85 млрд. @bankoffo",2
"Блюда в российских ресторанах подорожают этой осенью на 20%, выяснили Известия. Это произойдёт в связи с ростом цен на продукты, бензин и логистические услуги. Ряд заведений, чтобы сохранить стоимость на прежнем уровне, намерены скорректировать меню и изменить состав блюд за счёт снижения доли дорогих ингредиентов. @bankoffo",2
"Россиянам для счастья в среднем нужно около 200 тысяч рублей в месяц, показал опрос SuperJob. За полгода этот показатель вырос на 2,5%. На первом месте по ожиданиям Москва, здесь для счастья нужно 265 тысяч рублей в месяц. Второе место делят Петербург и Владивосток — по 230 тысяч рублей. @bankoffo",2
"Пенсионер отсудил 31,6 млн рублей у Министерства финансов России за незаконное уголовное преследование 60-летней давности. Мужчину осудили еще в 1959 году, из-за чего он провёл в заключении 13 лет. Мужчина изначально хотел отсудить 450 млн рублей, теперь его адвокат намерен обжаловать решение суда. @bankoffo",2
Госдума решила бороться с «айфономанией». Депутат от ЛДПР Сергей Леонов призвал признать желание купить новый iPhone душевным расстройством. @bankoffo,2
"США пока не видят перспектив завершения конфликта на территории Украины на условиях, которые бы устраивали Вашингтон. Об этом заявили представители администрации Джо Байдена. @bankoffo",2
Газпромбанк временно ограничил выдачу ипотеки после начала цикла повышения ставок. Услуга пока доступна только сотрудникам и зарплатным клиентам банка. При этом приём заявок на ипотечные займы продолжается для всех. @bankoffo,2
"Годовая инфляция в России ускорилась до 5,5% — Росстат. @bankoffo",2
"Акула укусила девушку за плечо на египетском курорте Дахаб. Пострадавшую госпитализировали, она находится без сознания. Это уже второй случай нападения акулы за последние три месяца. @bankoffo",2
"WhatsApp могут заблокировать вслед за Facebook и Instagram (все три принадлежат признанной экстремистской Meta). Позиции мессенджера в России могут пошатнуться, если он начнет развивать массовое распространение информации, заявил замглавы комитета Госдумы по информполитике Антон Горелкин. Накануне WhatsApp объявил о запуске функции каналов, аналогичной Telegram. @bankoffo",2
"Стоимость iPhone 15 в России почти в два раза превышает цену устройств в США. Российские ритейлеры выставили ценник на базовую модель от 130 тысяч рублей ($1350) по сравнению с официальными $799. Более дорогие Pro-версии начинаются от 160 тысяч рублей ($1662), что также выше заявленных Apple $999. Самую дорогую версию iPhone 15 Pro Max с 1 ТБ памяти предлагают купить за 260 тысяч рублей — на $1000 дороже, чем смартфон стоит на официальном сайте. @bankoffo",2
"Предприниматели и блогеры всей страны дружно ищут платформы и сервисы, способные заменить родной сердцу Ютуб. Судя по всему, после предполагаемой блокировки видеохостинга у авторов сообществ и создателей контента уже есть пара вариантов, куда можно со спокойной душой уйти со всеми вещами. @bankoffo",2
"Армения больше не может полагаться на Россию как на гаранта безопасности, заявил премьер страны Никол Пашинян. @bankoffo",2
"Ограничения на вывод рублей из России для физлиц пока не обсуждаются в правительстве, заявил первый замминистра экономического развития Илья Торосов. @bankoffo",2
"Банк России аннулировал лицензию Райффайзен Банка на деятельность спецдепозитария инвестиционных фондов, ПИФ и НПФ. Банк ранее сам отказался от неё. При этом в ноябре 2022 года аналогичную лицензию получила отдельная структура банка «РБРУ Специализированный депозитарий». @bankoffo",2
"Минобороны утвердило список болезней, которые не позволят служить в армии по контракту во время мобилизации и военного положения. @bankoffo",2
"$1,2 трлн убытков принесли акционерам 25 худших компаний за последние 100 лет работы фондового рынка США, подсчитали в Visual Capitalist.",2
"«A dirty green piece of paper». Обнаружено архивное видео, где Жириновский на чистом английском ругает доллар. @bankoffo",2
"Как минимум 1,5 млн россиян отказались сдавать биометрию в национальную базу — Mash. Среди взрослых высокий уровень недоверия к обработке отпечатков пальцев, изображения лица или записи голоса. Из-за критики технологии на ТВ и в Telegram-каналах 1% россиян подписали письменный отказ от отправки их биометрических данных в общую базу, которой могли бы пользоваться посторонние. @bankoffo",2
"Сочинский ресторан запустил доставку ужина в Москву за 10 млн рублей. Заказ в столицу отправляют на частном суперджете. Внутри — тарталетки с японским тунцом, авокадо с крабовым мясом и чёрной икрой, стейк из чилийского сибаса, язык телёнка со спаржей и лимонный тарт с сорбетом. Набор стоит 11 тысяч рублей, а всё остальное уходит на логистику. @bankoffo",2
"Верховный суд России разрешил возвращать оплату за онлайн-курсы, если покупатель решил досрочно прекратить обучение. Поводом стал иск жителя Читы Александр Вилюга к организаторам бизнес-курсов. Из 250 тысяч рублей Вилюге хотели изначально вернуть только 8%. Однако в ВС определили, что такие ограничения считаются ничтожными и Вилюга имел право на возврат полной суммы за вычетом фактических расходов онлайн-школы на момент его отказа от курса. @bankoffo",2
Президент Сербии Александр Вучич позавтракал хлебом с майонезом и другими дешёвыми продуктами из супермаркета и пообещал гражданам снизить цены на десять самых важных категорий товаров. @bankoffo,2
"Следующий год станет также позитивным для Сбера, [заявил](https://www.gazeta.ru/business/news/2023/09/13/21277034.shtml) глава банка Герман Греф. Он пояснил, что компания уверенно расширяет свой основной бизнес, увеличивает базу клиентов и портфель активов. Кроме того, растёт рыночная доля продуктов банка. «__С точки зрения бизнеса мы настроены оптимистично и думаем, что следующий год, вероятней всего, будет позитивным для нас__», — отметил топ-менеджер.

За январь-август 2023 года Сбер заработал 999 млрд рублей чистой прибыли. По итогам года уже ожидается 1,5 трлн рублей. Кредитный портфель банка с начала года вырос на 18% и достиг 36 трлн рублей. Также кредитная организация в этом году зафиксировала приток средств физлиц (+2%) и юрлиц (+8,6%). @bankoffo",2
"В Госдуме предложили лишить лицензии «Уральские авиалинии». Самолёт Airbus A320 авиакомпании 12 сентября совершил экстренную посадку в поле под Новосибирском из-за проблем с гидравликой. Депутат Валерий Селезнев в своём Telegram-канале заявил, что компанию нужно закрыть, «пока везение либо сельскохозяйственные поля не закончились».

В августе 2019 года Airbus A321 тех же «Уральских авиалиний», летевший из Москвы в Симферополь, совершил аварийную посадку на кукурузное поле в Подмосковье. @bankoffo",2
"«Именно Российская Педерация...» — Дмитрию Пескову к среде, кажется, уже надоело работать. @bankoffo",2
«Я почувствовал боевой дух и ебучую действительность». Переводчик Ким Чен Ына дал многозначную оценку России. @bankoffo,2
"Россия в августе получила рекордную с октября 2022 года выручку от экспорта нефти — $17,1 млрд. Об этом говорится в последнем докладе Международного энергетического агентства (МЭА).

По данным МЭА, несмотря на месячное сокращение поставок на 150 тысяч баррелей в сутки, средневзвешенная цена за баррель российской нефти выросла на $9,3 доллара (+14,4%). @bankoffo",2
"Стул Ким Чен Ына перед переговорами с Путиным прошёл тщательную обработку, краш-тест и проверку на радиационный фон. @bankoffo",2
"Среднегодовой курс доллара в 2023 году составит 85 рублей, а к концу года американская валюта будет торговаться по 94 рубля, следует из прогноза Минэка. По оценке ведомства, в 2024 среднегодовой курс доллара составит 90,1, в 2025 году — 91,1, а в 2026 — 92,3. @bankoffo",2
Путин решил угостить Ким Чен Ына пельменями с камчатским крабом. @bankoffo,2
"Доллар выше 96 рублей, евро — выше 103 рублей. @bankoffo",2
"Эстония запретила с сегодняшнего дня въезд автомобилей с российскими номерами, заявил глава МИД Маргус Цахкна. @bankoffo",2
"Мосбиржа приостановила торги на срочном рынке с 9:30 по мск.

UPD: Торги приостановлены из-за сбоя в работе торгово-клиринговой системы. Проводится диагностика системы, заявили в Мосбирже. @bankoffo",2
"Во Франции запретили продажи iPhone 12 из-за повышенного излучения. Национальное агентство по частотам предписало Apple в кратчайшие сроки устранить данное нарушение. Если дефект не исправят, Apple обяжут отозвать проданные смартфоны. @bankoffo",2
"Самыми пьющими регионами России стали Ненецкий автономный округ, Сахалинская область и Карелия, выяснили Ведомости. @bankoffo",2
Правительство РФ увеличило с 15 до 20% первоначальный взнос по ипотеке с господдержкой — постановление кабмина. @bankoffo,2
"Владеющая брендами Calvin Klein и Tommy Hilfiger американская компания PVH завершила деятельность в России, передав местное подразделение топ-менеджеру Денису Щукину, узнал Коммерсантъ. @bankoffo",2
Путин и Ким Чен Ын встретились на космодроме Восточный. @bankoffo,2
"Россиянам рассказали, как выбраться из нищеты. @bankoffo",2
